Rank,artist_genres,track_popularity,artist_popularity,mood_danceability,mood_valence,mood_energy,mood_tempo,prop_loudness,prop_speechiness,prop_instrumentalness,context_liveness,context_acousticness
15,['australian hip hop'],90,89,0.591,0.478,0.764,169.928,-5.484,0.0483,0.0,0.103,0.0383
16,"['dance pop', 'pop', 'uk pop']",79,94,0.702,0.915,0.825,102.977,-3.787,0.0601,0.0,0.0674,0.00883
17,"['gauze pop', 'indietronica', 'shiver pop']",86,87,0.761,0.531,0.525,80.87,-6.9,0.0944,6.7e-06,0.0921,0.44
18,"['k-pop', 'k-pop boy group']",10,96,0.759,0.695,0.459,109.997,-5.187,0.0948,0.0,0.0906,0.00323
19,"['canadian contemporary r&b', 'canadian pop', 'pop']",85,97,0.65,0.593,0.825,118.091,-4.645,0.0325,2.44e-05,0.0936,0.0215
20,"['british soul', 'pop', 'pop soul', 'uk pop']",88,90,0.604,0.13,0.366,141.981,-7.519,0.0282,0.0,0.133,0.578
21,"['art pop', 'electropop', 'pop']",88,93,0.332,0.297,0.225,81.055,-8.697,0.0348,0.00349,0.128,0.767
22,"['pop', 'r&b']",81,83,0.449,0.543,0.465,89.087,-8.964,0.0791,1.02e-06,0.303,0.524
23,['pop'],22,91,0.439,0.172,0.61,181.088,-7.236,0.116,1.07e-05,0.341,0.593
24,"['dance pop', 'pop', 'pop rap', 'rap']",74,86,0.868,0.819,0.795,166.0,-6.044,0.269,0.0193,0.0461,0.0012
25,"['puerto rican pop', 'trap latino']",83,93,0.78,0.342,0.718,127.949,-3.605,0.0506,0.000163,0.0932,0.31
26,"['dance pop', 'pop']",84,93,0.737,0.682,0.802,144.015,-4.771,0.0878,0.0,0.0931,0.468
27,['pop'],83,98,0.631,0.205,0.518,93.023,-8.771,0.0303,0.0,0.088,0.274
28,"['permanent wave', 'pop']",86,92,0.588,0.443,0.701,104.988,-6.39,0.0402,0.0,0.2,0.00813
29,"['pop', 'uk pop']",13,96,0.788,0.822,0.859,141.02,-2.724,0.0856,0.0,0.0424,0.281
30,"['dance pop', 'pop']",83,94,0.749,0.189,0.463,90.035,-8.433,0.0842,0.0382,0.338,0.21
31,"['canadian pop', 'pop']",76,96,0.686,0.584,0.538,115.884,-8.026,0.0345,3.13e-06,0.113,0.181
32,"['art pop', 'dance pop', 'electropop', 'metropopolis', 'nz pop', 'pop']",5,82,0.735,0.897,0.47,87.971,-9.405,0.1,0.000105,0.32,0.266
33,"['pop', 'uk pop']",79,96,0.788,0.822,0.859,141.02,-2.724,0.0856,0.0,0.0424,0.281
34,['australian hip hop'],75,89,0.655,0.467,0.469,92.56,-6.257,0.0292,0.0,0.0956,0.173
35,"['brooklyn drill', 'melodic rap', 'nyc rap']",80,87,0.907,0.202,0.393,104.949,-7.636,0.0539,1.35e-06,0.135,0.451
36,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",80,98,0.767,0.381,0.438,86.975,-8.726,0.29,0.0,0.142,0.181
37,"['dance pop', 'pop', 'post-teen pop']",76,86,0.823,0.664,0.544,149.903,-7.132,0.0715,0.00315,0.0966,0.0215
38,['afro r&b'],86,81,0.727,0.533,0.739,93.005,-3.805,0.0411,0.00137,0.161,0.365
39,"['dance pop', 'pop', 'uk pop']",77,94,0.722,0.59,0.588,134.01,-5.932,0.0544,0.0,0.183,0.0319
40,"['latin', 'reggaeton', 'trap latino']",82,100,0.731,0.145,0.573,109.928,-10.059,0.0544,5.22e-05,0.113,0.401
41,['pop'],76,98,0.392,0.529,0.574,81.112,-9.195,0.17,0.00179,0.145,0.833
42,"['cali rap', 'pop rap']",84,81,0.701,0.732,0.716,91.007,-3.671,0.0361,0.0,0.324,0.174
43,"['latin', 'reggaeton', 'reggaeton colombiano', 'trap latino']",76,91,0.863,0.838,0.666,163.908,-4.158,0.152,0.000493,0.103,0.212
44,"['canadian pop', 'pop']",76,96,0.658,0.29,0.634,139.98,-5.797,0.0413,0.0,0.132,0.0106
45,['pop'],72,98,0.626,0.416,0.79,119.082,-4.302,0.0311,3.97e-06,0.0989,0.135
46,['nyc rap'],75,70,0.719,0.66,0.648,140.201,-7.6,0.125,0.0,0.127,0.2
47,"['latin', 'reggaeton', 'trap latino']",76,90,0.713,0.682,0.617,168.021,-4.637,0.0887,0.0,0.0962,0.122
48,"['pop', 'uk pop']",76,96,0.641,0.273,0.324,110.184,-5.851,0.0299,0.0,0.328,0.698
49,"['dance pop', 'pop', 'pop rap']",76,84,0.965,0.312,0.485,124.025,-8.784,0.191,0.0237,0.0655,0.0206
50,"['dance pop', 'pop', 'post-teen pop']",64,87,0.781,0.595,0.67,127.99,-3.912,0.0452,0.0,0.0761,0.0103
51,"['canadian contemporary r&b', 'canadian pop', 'pop']",89,97,0.514,0.334,0.73,171.005,-5.934,0.0598,9.54e-05,0.0897,0.00146
52,"['latin', 'reggaeton', 'trap latino']",82,100,0.856,0.391,0.618,81.993,-4.892,0.286,0.0,0.0866,0.0303
53,"['pop', 'pop rock']",33,90,0.713,0.721,0.676,99.048,-5.483,0.027,0.0,0.154,0.0377
54,"['art pop', 'electropop', 'pop']",75,93,0.889,0.716,0.34,94.009,-7.773,0.0697,0.13,0.055,0.218
55,"['dance pop', 'pop']",66,93,0.698,0.322,0.708,115.036,-4.943,0.0454,0.0,0.124,0.0251
56,"['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'house', 'pop', 'pop dance', 'slap house', 'trance', 'tropical house']",83,87,0.798,0.235,0.62,120.031,-7.079,0.232,0.0192,0.112,0.414
57,"['rap', 'trap']",77,79,0.799,0.471,0.66,140.04,-6.153,0.079,0.0,0.111,0.256
58,['pop'],88,93,0.548,0.557,0.816,95.39,-4.209,0.0465,0.0,0.335,0.122
59,"['art pop', 'electropop', 'pop']",4,93,0.671,0.518,0.336,75.051,-8.494,0.241,0.00751,0.0577,0.705
60,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']",64,82,0.723,0.443,0.646,110.971,-7.973,0.102,0.352,0.0994,0.0206
61,['brooklyn drill'],27,88,0.584,0.56,0.547,83.917,-8.502,0.382,1.64e-06,0.134,0.655
62,"['k-pop', 'k-pop boy group']",38,96,0.746,0.737,0.765,114.044,-4.41,0.0993,0.0,0.0936,0.0112
63,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance']",81,82,0.734,0.905,0.874,122.953,-3.158,0.0662,1.14e-05,0.0489,0.168
64,"['canadian contemporary r&b', 'canadian pop', 'pop']",87,97,0.68,0.644,0.826,118.051,-5.487,0.0309,1.24e-05,0.543,0.0212
65,"['dance pop', 'houston rap', 'pop', 'trap queen']",73,87,0.914,0.469,0.732,94.066,-6.1,0.241,0.0,0.107,0.0166
66,"['cali rap', 'dance pop', 'pop', 'pop rap', 'r&b', 'trap queen']",76,80,0.84,0.402,0.766,94.018,-4.12,0.136,3.61e-06,0.0684,0.00302
67,"['dance pop', 'pop']",69,93,0.88,0.726,0.662,109.988,-5.766,0.304,0.0,0.227,0.205
68,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",75,98,0.781,0.0628,0.594,129.895,-6.959,0.0485,0.0,0.162,0.0136
69,['k-pop'],69,68,0.311,0.286,0.607,188.7,-6.578,0.11,0.0,0.131,0.0174
70,"['canadian pop', 'pop']",70,96,0.595,0.109,0.543,99.928,-8.149,0.038,0.0,0.0975,0.127
71,"['dance pop', 'pop', 'post-teen pop']",61,85,0.538,0.12,0.512,144.978,-4.548,0.0262,0.0,0.101,0.22
72,"['dance pop', 'pop']",76,93,0.487,0.173,0.534,131.798,-5.664,0.0555,0.0,0.1,0.36
73,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",77,91,0.597,0.0753,0.587,140.021,-7.026,0.137,0.0,0.214,0.0622
74,"['art pop', 'electropop', 'pop']",7,93,0.634,0.203,0.285,129.65,-14.007,0.0807,0.000359,0.232,0.937
75,"['latin', 'reggaeton', 'trap latino']",89,100,0.644,0.44,0.648,179.951,-4.601,0.118,0.0,0.135,0.276
76,['modern alternative pop'],77,69,0.855,0.866,0.463,102.931,-7.454,0.0367,1.77e-05,0.347,0.217
77,"['dance pop', 'pop']",72,94,0.664,0.194,0.609,130.041,-6.509,0.0707,0.0,0.0926,0.304
78,"['dance pop', 'pop']",85,94,0.828,0.436,0.621,128.986,-6.414,0.0565,0.00233,0.0845,0.0164
79,"['indie rock italiano', 'italian pop']",83,82,0.75,0.958,0.608,132.507,-4.008,0.0387,0.0,0.178,0.00165
80,"['k-pop', 'k-pop boy group']",36,96,0.702,0.646,0.741,124.925,-5.33,0.0427,0.0,0.337,0.00544
81,"['dfw rap', 'melodic rap', 'rap']",79,91,0.797,0.288,0.631,129.915,-3.818,0.0786,3.71e-06,0.0998,0.0904
82,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",83,98,0.666,0.292,0.465,167.937,-8.545,0.26,0.0,0.215,0.0503
83,"['dance pop', 'pop']",88,94,0.664,0.194,0.609,130.041,-6.509,0.0707,0.0,0.0926,0.304
84,"['chicago rap', 'rap']",20,96,0.587,0.351,0.561,80.009,-6.569,0.146,0.0,0.109,0.0466
85,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",88,90,0.762,0.442,0.766,130.001,-3.955,0.0343,6.98e-05,0.128,0.00776
86,"['lgbtq+ hip hop', 'pop']",91,89,0.737,0.546,0.846,87.981,-4.51,0.22,0.0,0.0486,0.00614
87,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop']",62,87,0.523,0.494,0.702,179.992,-6.74,0.0462,0.0325,0.063,0.00397
88,"['dance pop', 'escape room', 'minnesota hip hop', 'pop', 'trap queen']",74,78,0.827,0.607,0.731,118.992,-5.524,0.088,0.0,0.418,0.13
89,"['dance pop', 'pop']",57,92,0.708,0.698,0.598,112.027,-8.365,0.0291,0.0,0.17,0.037
90,"['afrofuturism', 'dance pop', 'electropop', 'pop', 'post-teen pop']",70,84,0.39,0.191,0.83,90.021,-5.201,0.0563,0.0,0.156,0.0021
91,"['glam rock', 'mellow gold', 'piano rock']",90,88,0.796,0.942,0.798,116.032,-6.312,0.0317,4.19e-05,0.0952,0.034
92,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']",83,86,0.721,0.637,0.738,119.976,-4.77,0.0403,4.41e-06,0.118,0.00226
93,"['funk carioca', 'funk pop', 'pagode baiano', 'pop nacional']",64,87,0.692,0.733,0.639,140.059,-6.717,0.0352,0.0,0.199,0.00727
94,['dutch pop'],70,73,0.446,0.267,0.395,71.944,-9.328,0.0365,0.00216,0.128,0.815
1,"['gauze pop', 'indietronica', 'shiver pop']",96,87,0.761,0.531,0.525,80.87,-6.9,0.0944,6.7e-06,0.0921,0.44
2,"['funk carioca', 'funk pop', 'pagode baiano', 'pop nacional']",97,87,0.813,0.397,0.733,91.988,-5.417,0.0847,0.00186,0.0909,0.15
3,['australian hip hop'],94,88,0.591,0.478,0.764,169.928,-5.484,0.0483,0.0,0.103,0.0383
4,"['argentine hip hop', 'trap argentino', 'trap latino']",92,85,0.583,0.557,0.834,173.935,-4.875,0.0444,0.0,0.0658,0.0495
5,"['modern rock', 'rock']",90,92,0.728,0.555,0.783,77.011,-4.424,0.266,0.0,0.434,0.237
6,"['glam rock', 'mellow gold', 'piano rock']",79,88,0.795,0.934,0.8,116.032,-6.32,0.0309,7.25e-05,0.0915,0.0354
7,['modern alternative pop'],100,83,0.695,0.415,0.54,121.932,-5.692,0.0493,0.0,0.367,0.299
8,"['lgbtq+ hip hop', 'pop']",91,89,0.741,0.892,0.691,150.087,-7.395,0.0672,0.0,0.0476,0.0221
9,"['dance pop', 'latin', 'latin pop', 'latin viral pop', 'pop', 'rap latina', 'reggaeton']",98,86,0.843,0.899,0.7,93.991,-3.563,0.0803,0.0,0.14,0.0934
10,"['puerto rican pop', 'trap latino']",92,94,0.869,0.511,0.694,90.02,-3.35,0.0783,0.00125,0.0878,0.356
11,"['canadian pop', 'pop']",94,96,0.601,0.441,0.741,153.96,-5.569,0.0478,2.91e-05,0.415,0.185
12,"['pop', 'uk pop']",96,96,0.788,0.822,0.859,141.02,-2.724,0.0856,0.0,0.0424,0.281
13,"['alt z', 'pop']",96,80,0.41,0.0899,0.611,185.727,-8.271,0.0467,0.0,0.116,0.0228
14,"['dance pop', 'pop']",97,94,0.824,0.881,0.764,107.998,-4.175,0.0854,0.00294,0.117,0.0888
15,['mambo chileno'],94,81,0.87,0.832,0.548,96.018,-5.253,0.077,4.6e-05,0.0534,0.0924
16,"['dance pop', 'pop', 'post-teen pop']",95,87,0.756,0.956,0.697,94.996,-6.377,0.0401,0.0,0.333,0.182
17,"['british soul', 'pop', 'pop soul', 'uk pop']",91,91,0.604,0.13,0.366,141.981,-7.519,0.0282,0.0,0.133,0.578
18,"['lgbtq+ hip hop', 'pop']",97,89,0.737,0.546,0.846,87.981,-4.51,0.22,0.0,0.0486,0.00614
19,"['belgian edm', 'edm', 'pop', 'pop dance', 'tropical house']",96,82,0.671,0.262,0.636,120.966,-8.117,0.103,0.000411,0.172,0.515
20,"['pop', 'uk pop']",96,96,0.807,0.537,0.893,126.011,-3.745,0.0347,2.79e-05,0.366,0.0451
21,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",87,90,0.762,0.442,0.766,130.001,-3.955,0.0343,6.98e-05,0.128,0.00776
22,"['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'house', 'pop', 'pop dance', 'slap house', 'trance', 'tropical house']",96,87,0.754,0.464,0.763,117.953,-4.627,0.0435,2.23e-05,0.0901,0.0301
23,['pop'],96,90,0.563,0.688,0.664,166.928,-5.044,0.154,0.0,0.0849,0.335
24,"['pop', 'post-teen pop']",96,80,0.345,0.232,0.612,179.773,-6.543,0.0608,0.0,0.194,0.232
25,"['modern rock', 'pop']",96,81,0.671,0.494,0.673,121.963,-6.941,0.0444,5.29e-05,0.304,0.148
26,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",86,92,0.812,0.573,0.855,90.04,-3.725,0.0554,0.000167,0.108,0.0789
27,"['permanent wave', 'pop']",89,92,0.573,0.47,0.711,105.006,-6.268,0.0406,0.0,0.328,0.0114
28,"['canadian contemporary r&b', 'canadian pop', 'pop']",95,97,0.514,0.334,0.73,171.005,-5.934,0.0598,9.54e-05,0.0897,0.00146
29,['chicago indie'],96,78,0.575,0.466,0.648,75.977,-4.891,0.0358,0.0,0.115,0.583
30,"['chill pop', 'pop']",59,78,0.442,0.139,0.538,122.758,-8.55,0.0451,2.95e-05,0.09,0.717
31,"['latin', 'latin hip hop', 'latin pop', 'pop reggaeton', 'reggaeton', 'trap latino']",95,84,0.639,0.138,0.703,169.888,-6.33,0.0794,1.78e-06,0.0865,0.0889
32,"['dance pop', 'pop']",94,94,0.664,0.194,0.609,130.041,-6.509,0.0707,0.0,0.0926,0.304
33,"['modern alternative rock', 'modern rock', 'pop']",94,89,0.612,0.398,0.807,124.053,-2.81,0.0336,0.0177,0.101,0.0495
34,"['alt z', 'canadian contemporary r&b', 'canadian pop', 'pop']",94,80,0.609,0.454,0.692,116.959,-2.958,0.0259,0.0,0.0864,0.0157
35,"['latin', 'reggaeton', 'trap latino']",95,100,0.644,0.44,0.648,179.951,-4.601,0.118,0.0,0.135,0.276
36,"['dance pop', 'pop']",89,94,0.764,0.781,0.705,110.97,-3.463,0.0284,8.92e-05,0.12,0.259
37,[],95,78,0.854,0.637,0.806,124.927,-8.262,0.0886,0.0542,0.0703,0.0209
38,"['dance pop', 'pop', 'viral pop']",83,85,0.69,0.912,0.626,184.009,-5.693,0.306,0.000335,0.0881,0.105
39,['pop'],94,90,0.38,0.0849,0.339,100.607,-7.885,0.0338,0.0,0.12,0.691
40,"['grunge', 'permanent wave', 'rock']",62,86,0.426,0.0643,0.225,104.506,-12.422,0.0291,0.367,0.11,0.823
41,[],95,79,0.577,0.83,0.45,205.863,-8.516,0.0834,0.0,0.111,0.357
42,"['dance pop', 'pop', 'post-teen pop']",87,85,0.583,0.336,0.61,114.06,-5.639,0.0382,0.000105,0.14,0.00425
43,"['dance pop', 'pop', 'uk pop']",90,94,0.702,0.915,0.825,102.977,-3.787,0.0601,0.0,0.0674,0.00883
44,['uk hip hop'],91,84,0.954,0.372,0.367,124.026,-9.551,0.288,5.48e-06,0.0979,0.341
45,"['latin', 'reggaeton', 'reggaeton colombiano', 'trap latino']",84,93,0.889,0.588,0.641,87.99,-4.494,0.0668,2.75e-05,0.19,0.0515
46,['funk carioca'],92,81,0.778,0.554,0.571,134.999,-4.776,0.0788,0.0,0.0964,0.0423
47,['pop'],93,90,0.561,0.137,0.431,143.875,-8.81,0.0578,1.42e-05,0.106,0.768
48,"['funk bh', 'funk carioca', 'funk consciente']",86,72,0.925,0.771,0.454,135.02,-3.533,0.273,4.19e-06,0.128,0.252
49,"['canadian contemporary r&b', 'canadian pop', 'pop']",92,97,0.68,0.644,0.826,118.051,-5.487,0.0309,1.24e-05,0.543,0.0212
50,"['modern alternative rock', 'modern rock', 'pop']",93,89,0.575,0.37,0.568,93.986,-5.509,0.03,0.000417,0.286,0.0484
